hour,de_node_1,de_node_2,de_node_3
783,0.15227,0.10948,0.06909
784,0.10376,0.07460,0.04708
785,0.05525,0.03972,0.02507
786,0.03731,0.02682,0.01693
787,0.01937,0.01392,0.00879
788,0.00142,0.00102,0.00065
789,0.00095,0.00068,0.00043
790,0.00047,0.00034,0.00022
791,0.00000,0.00000,0.00000
792,0.00000,0.00000,0.00000
793,0.00000,0.00000,0.00000
794,0.00000,0.00000,0.00000
795,0.00000,0.00000,0.00000
796,0.00000,0.00000,0.00000
797,0.00000,0.00000,0.00000
798,0.01086,0.00781,0.00493
799,0.02172,0.01562,0.00985
800,0.03258,0.02342,0.01478
801,0.08925,0.06417,0.04050
802,0.14592,0.10492,0.06621
803,0.20259,0.14567,0.09192
804,0.20931,0.15050,0.09497
805,0.21604,0.15534,0.09803
806,0.22276,0.16017,0.10108
807,0.17203,0.12369,0.07806
808,0.12130,0.08722,0.05504
809,0.07056,0.05074,0.03202
810,0.04798,0.03450,0.02177
811,0.02539,0.01826,0.01152
812,0.00281,0.00202,0.00127
813,0.00187,0.00134,0.00085
814,0.00093,0.00067,0.00042
815,0.00000,0.00000,0.00000
816,0.00000,0.00000,0.00000
